,ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
1,2019,4,18,Thursday,11,53,NA,NA,birth,NA,,kch,0
2,2019,10,18,Friday,7,50,NA,NA,wet,NA,,ap,183
3,2019,10,18,Friday,10,0,NA,NA,wet,NA,,ap,183
4,2019,10,18,Friday,12,20,NA,NA,wet,NA,,ap,183
5,2019,10,18,Friday,14,25,NA,NA,wet,NA,,ap,183
6,2019,10,18,Friday,8,20,NA,NA,bottle,1.5,oz,ap,183
7,2019,10,18,Friday,10,40,NA,NA,bottle,2.5,oz,ap,183
8,2019,10,18,Friday,12,30,NA,NA,bottle,2,oz,ap,183
9,2019,10,18,Friday,14,53,NA,NA,bottle,2,oz,ap,183
10,2019,10,18,Friday,9,10,9,58,nap,NA,,ap,183
11,2019,10,18,Friday,13,1,13,30,nap,NA,,ap,183
12,2019,10,17,Thursday,7,50,NA,NA,wet,NA,,ap,182
13,2019,10,17,Thursday,8,30,NA,NA,caregiver_change,NA,,ap_vona,182
14,2019,10,17,Thursday,9,55,NA,NA,wet,NA,,vona,182
15,2019,10,17,Thursday,11,53,NA,NA,wet,NA,,vona,182
16,2019,10,17,Thursday,13,41,NA,NA,bowel,NA,,vona,182
17,2019,10,17,Thursday,15,15,NA,NA,wet,NA,,vona,182
18,2019,10,17,Thursday,9,21,9,52,nap,NA,,vona,182
19,2019,10,17,Thursday,14,12,14,45,nap,NA,,vona,182
20,2019,10,17,Thursday,9,8,NA,NA,bottle,3,oz,vona,182
21,2019,10,17,Thursday,11,5,NA,NA,bottle,2,oz,vona,182
22,2019,10,17,Thursday,12,10,NA,NA,bottle,2,oz,vona,182
23,2019,10,17,Thursday,14,0,NA,NA,bottle,2,oz,vona,182
24,2019,10,16,Wednesday,7,10,NA,NA,dry,NA,,ap,181
25,2019,10,16,Wednesday,8,5,NA,NA,wet,NA,,ap,181
26,2019,10,16,Wednesday,10,0,NA,NA,wet,NA,,ap,181
27,2019,10,16,Wednesday,11,35,NA,NA,bowel,NA,,ap,181
28,2019,10,16,Wednesday,13,15,NA,NA,wet,NA,,ap,181
29,2019,10,16,Wednesday,8,0,NA,NA,bottle,2,oz,ap,181
30,2019,10,16,Wednesday,10,40,NA,NA,bottle,3.5,oz,ap,181
31,2019,10,16,Wednesday,13,20,NA,NA,bottle,3,oz,ap,181
32,2019,10,16,Wednesday,9,5,9,45,nap,NA,,ap,181
33,2019,10,16,Wednesday,13,30,14,10,nap,NA,,ap,181
34,2019,10,15,Tuesday,6,50,NA,NA,dry,NA,,ap,180
35,2019,10,15,Tuesday,7,50,NA,NA,wet,NA,,ap,180
36,2019,10,15,Tuesday,10,5,NA,NA,wet,NA,,ap,180
37,2019,10,15,Tuesday,12,20,NA,NA,bowel,NA,,ap,180
38,2019,10,15,Tuesday,14,10,NA,NA,wet,NA,,ap,180
39,2019,10,15,Tuesday,8,0,NA,NA,bottle,2,oz,ap,180
40,2019,10,15,Tuesday,10,35,NA,NA,bottle,2,oz,ap,180
41,2019,10,15,Tuesday,12,45,NA,NA,bottle,1.5,oz,ap,180
42,2019,10,15,Tuesday,14,15,NA,NA,bottle,1.5,oz,ap,180
43,2019,10,15,Tuesday,9,30,10,0,nap,NA,,ap,180
44,2019,10,15,Tuesday,11,35,12,15,nap,NA,,ap,180
45,2019,9,27,Friday,7,0,NA,NA,wet,NA,,vona,162
46,2019,9,27,Friday,7,52,NA,NA,bowel,NA,,vona,162
47,2019,9,27,Friday,10,15,NA,NA,dry,NA,,ij,162
48,2019,9,27,Friday,11,17,NA,NA,bowel,NA,,ij,162
49,2019,9,27,Friday,13,50,NA,NA,bowel,NA,,kc,162
50,2019,9,27,Friday,13,45,NA,NA,caregiver_change,NA,,ij_kc,162
51,2019,9,27,Friday,8,20,NA,NA,bottle,2,oz,vona,162
52,2019,9,27,Friday,11,15,NA,NA,bottle,2,oz,ij,162
53,2019,9,27,Friday,10,20,NA,NA,nap,NA,,ij,162
54,2019,10,10,Thursday,7,55,NA,NA,wet,NA,,ap,175
55,2019,10,10,Thursday,9,45,NA,NA,wet,NA,,ap,175
56,2019,10,10,Thursday,12,10,NA,NA,wet,NA,,ap,175
57,2019,10,10,Thursday,8,25,NA,NA,bottle,2,oz,ap,175
58,2019,10,10,Thursday,11,20,NA,NA,bottle,1,oz,ap,175
59,2019,10,10,Thursday,13,10,NA,NA,bottle,3,oz,ap,175
60,2019,10,10,Thursday,9,18,9,40,nap,NA,,ap,175
61,2019,10,10,Thursday,13,20,NA,NA,nap,NA,,ap,175
62,2019,10,7,Monday,NA,NA,NA,NA,intro_highflow_nipples,NA,,jsmkch,172
63,2019,10,14,Monday,NA,NA,NA,NA,intro_sleeping_thru_night,NA,,jsmkch,179
64,2019,8,22,Thursday,10,30,NA,NA,wet,NA,,jr,126
65,2019,8,22,Thursday,12,20,NA,NA,dry,NA,,jr,126
66,2019,8,22,Thursday,13,30,NA,NA,bowel,NA,,jr,126
67,2019,8,22,Thursday,11,0,NA,NA,caregiver_change,NA,,vona_jr,126
68,2019,8,22,Thursday,10,45,NA,NA,bottle,2,oz,jr,126
69,2019,8,22,Thursday,13,40,NA,NA,bottle,2,oz,jr,126
70,2019,8,22,Thursday,12,30,13,30,nap,NA,,jr,126
71,2019,10,9,Wednesday,8,4,NA,NA,wet,NA,,ij,174
72,2019,10,9,Wednesday,10,58,NA,NA,wet,NA,,kc,174
73,2019,10,9,Wednesday,12,45,NA,NA,bowel,NA,,ij,174
74,2019,10,9,Wednesday,14,30,NA,NA,dry,NA,,ij,174
75,2019,10,9,Wednesday,15,0,NA,NA,bowel,NA,,ij,174
76,2019,10,9,Wednesday,8,30,NA,NA,bottle,1,oz,ij,174
77,2019,10,9,Wednesday,11,12,NA,NA,bottle,1,oz,ij,174
78,2019,10,9,Wednesday,13,0,NA,NA,bottle,2,oz,ij,174
79,2019,10,9,Wednesday,9,20,10,55,nap,NA,,ij,174
80,2019,10,9,Wednesday,13,15,NA,NA,nap,NA,,ij,174
81,2019,10,8,Tuesday,7,45,NA,NA,wet,NA,,ap,173
82,2019,10,8,Tuesday,10,5,NA,NA,wet,NA,,ap,173
83,2019,10,8,Tuesday,11,50,NA,NA,wet,NA,,ap,173
84,2019,10,8,Tuesday,13,40,NA,NA,wet,NA,,ap,173
85,2019,10,8,Tuesday,7,40,NA,NA,bottle,1,oz,ap,173
86,2019,10,8,Tuesday,9,20,NA,NA,bottle,1,oz,ap,173
87,2019,10,8,Tuesday,11,55,NA,NA,bottle,1,oz,ap,173
88,2019,10,8,Tuesday,13,0,NA,NA,bottle,1,oz,ap,173
89,2019,10,8,Tuesday,9,23,10,0,nap,NA,,ap,173
90,2019,10,8,Tuesday,12,15,12,40,nap,NA,,ap,173
91,2019,10,8,Tuesday,14,45,15,10,nap,NA,,ap,173
92,2019,9,25,Wednesday,10,30,NA,NA,caregiver_change,NA,,vona_ap,160
93,2019,9,25,Wednesday,7,5,NA,NA,wet,NA,,vona,160
94,2019,9,25,Wednesday,9,30,NA,NA,wet,NA,,vona,160
95,2019,9,25,Wednesday,11,15,NA,NA,wet,NA,,ap,160
96,2019,9,25,Wednesday,8,20,NA,NA,bottle,2,oz,vona,160
97,2019,9,25,Wednesday,9,45,NA,NA,bottle,2.5,oz,vona,160
98,2019,9,25,Wednesday,8,40,9,30,nap,NA,,vona,160
99,2019,9,25,Wednesday,11,25,NA,NA,nap,NA,,ap,160
100,2019,10,7,Monday,8,20,NA,NA,caregiver_change,NA,,kc_vona,172
101,2019,10,7,Monday,6,50,NA,NA,dry,NA,,kc,172
102,2019,10,7,Monday,8,20,NA,NA,wet,NA,,kc,172
103,2019,10,7,Monday,10,25,NA,NA,wet,NA,,vona,172
104,2019,10,7,Monday,12,35,NA,NA,wet,NA,,vona,172
105,2019,10,7,Monday,14,32,NA,NA,bowel,NA,,vona,172
106,2019,10,7,Monday,8,0,NA,NA,bottle,2,oz,kc,172
107,2019,10,7,Monday,11,0,NA,NA,bottle,3,oz,vona,172
108,2019,10,7,Monday,14,0,NA,NA,bottle,3,oz,vona,172
109,2019,10,7,Monday,9,10,9,43,nap,NA,,vona,172
110,2019,10,7,Monday,12,28,13,22,nap,NA,,vona,172
111,2019,10,3,Thursday,6,45,NA,NA,dry,NA,,ap,168
112,2019,10,3,Thursday,8,10,NA,NA,wet,NA,,ap,168
113,2019,10,3,Thursday,10,30,NA,NA,wet,NA,,ap,168
114,2019,10,3,Thursday,11,20,NA,NA,bowel,NA,,ap,168
115,2019,10,3,Thursday,13,0,NA,NA,wet,NA,,ap,168
116,2019,10,3,Thursday,8,0,NA,NA,bottle,1,oz,ap,168
117,2019,10,3,Thursday,11,0,NA,NA,bottle,2,oz,ap,168
118,2019,10,3,Thursday,12,40,NA,NA,bottle,2.5,oz,ap,168
119,2019,10,3,Thursday,13,30,NA,NA,bottle,2,oz,ap,168
120,2019,10,3,Thursday,13,45,NA,NA,bowel,NA,,ap,168
121,2019,10,3,Thursday,14,20,NA,NA,bowel,NA,,ap,168
122,2019,10,3,Thursday,9,10,10,25,nap,NA,,ap,168
123,2019,10,3,Thursday,14,27,NA,NA,nap,NA,,ap,168
124,2019,10,1,Tuesday,7,55,NA,NA,wet,NA,,ij,166
125,2019,10,1,Tuesday,10,5,NA,NA,wet,NA,,ij,166
126,2019,10,1,Tuesday,12,37,NA,NA,bowel,NA,,ij,166
127,2019,10,1,Tuesday,14,40,NA,NA,diaper,NA,,kc,166
128,2019,10,1,Tuesday,14,3,NA,NA,bottle,2,oz,kc,166
129,2019,10,1,Tuesday,14,3,NA,NA,caregiver_change,NA,,ij_kc,166
130,2019,9,24,Tuesday,7,20,NA,NA,dry,NA,,ap,159
131,2019,9,24,Tuesday,7,45,NA,NA,wet,NA,,ap,159
132,2019,9,24,Tuesday,8,35,NA,NA,bowel,NA,,ap,159
133,2019,9,24,Tuesday,10,15,NA,NA,bowel,NA,,ap,159
134,2019,9,24,Tuesday,11,55,NA,NA,wet,NA,,ap,159
135,2019,9,24,Tuesday,13,40,NA,NA,wet,NA,,ap,159
136,2019,9,24,Tuesday,8,25,NA,NA,bottle,2,oz,ap,159
137,2019,9,24,Tuesday,10,20,NA,NA,bottle,2,oz,ap,159
138,2019,9,24,Tuesday,12,25,NA,NA,bottle,2,oz,ap,159
139,2019,9,24,Tuesday,10,35,11,20,nap,NA,,ap,159
140,2019,9,24,Tuesday,14,21,15,3,nap,NA,,ap,159
141,2019,10,2,Wednesday,12,50,NA,NA,tylenol,3.75,mL,ij,167
142,2019,10,2,Wednesday,14,20,NA,NA,caregiver_change,NA,,ij_kc,167
143,2019,10,2,Wednesday,7,17,NA,NA,wet,NA,,ij,167
144,2019,10,2,Wednesday,8,30,NA,NA,bowel,NA,,ij,167
145,2019,10,2,Wednesday,11,7,NA,NA,bowel,NA,,ij,167
146,2019,10,2,Wednesday,12,0,NA,NA,bowel,NA,,ij,167
147,2019,10,2,Wednesday,14,10,NA,NA,wet,NA,,ij,167
148,2019,10,2,Wednesday,15,10,NA,NA,wet,NA,,kc,167
149,2019,10,2,Wednesday,8,10,NA,NA,bottle,1,oz,ij,167
150,2019,10,2,Wednesday,10,15,NA,NA,bottle,2,oz,ij,167
151,2019,10,2,Wednesday,12,40,NA,NA,bottle,1,oz,ij,167
152,2019,10,2,Wednesday,14,44,NA,NA,bottle,2,oz,ij,167
153,2019,10,2,Wednesday,8,57,10,14,nap,NA,,ij,167
154,2019,10,2,Wednesday,13,23,14,0,nap,NA,,ij,167
155,2019,9,30,Monday,7,5,NA,NA,wet,NA,,vona,165
156,2019,9,30,Monday,9,2,NA,NA,wet,NA,,vona,165
157,2019,9,30,Monday,10,35,NA,NA,bowel,NA,,vona,165
158,2019,9,30,Monday,12,38,NA,NA,wet,NA,,vona,165
159,2019,9,30,Monday,9,10,NA,NA,bottle,1.5,oz,vona,165
160,2019,9,30,Monday,11,30,NA,NA,bottle,2,oz,vona,165
161,2019,9,30,Monday,9,36,10,10,nap,NA,,vona,165
162,2019,9,30,Monday,13,11,NA,NA,nap,NA,,vona,165
163,2019,9,30,Monday,6,35,NA,NA,arrive,NA,,NA,165
164,2019,9,30,Monday,13,5,NA,NA,temperature,101.4,degreesF,vona,165
165,2019,10,4,Friday,7,15,NA,NA,wet,NA,,vona,169
166,2019,10,4,Friday,9,15,NA,NA,wet,NA,,vona,169
167,2019,10,4,Friday,10,22,NA,NA,bowel,NA,,vona,169
168,2019,10,4,Friday,12,34,NA,NA,wet,NA,,vona,169
169,2019,10,4,Friday,13,6,NA,NA,bowel,NA,,vona,169
170,2019,10,4,Friday,9,17,NA,NA,bottle,1,oz,vona,169
171,2019,10,4,Friday,10,48,NA,NA,bottle,2,oz,vona,169
172,2019,10,4,Friday,13,16,NA,NA,bottle,1.5,oz,vona,169
173,2019,10,4,Friday,7,52,9,10,nap,NA,,vona,169
174,2019,10,4,Friday,14,9,15,20,nap,NA,,vona,169
175,2019,10,4,Friday,6,43,NA,NA,arrive,NA,,NA,169
176,2019,9,23,Monday,7,10,NA,NA,wet,NA,,vona,158
177,2019,9,23,Monday,8,4,NA,NA,bowel,NA,,vona,158
178,2019,9,23,Monday,10,5,NA,NA,wet,NA,,vona,158
179,2019,9,23,Monday,11,50,NA,NA,wet,NA,,vona,158
180,2019,9,23,Monday,13,27,NA,NA,wet,NA,,vona,158
181,2019,9,23,Monday,15,20,NA,NA,wet,NA,,vona,158
182,2019,9,23,Monday,9,15,NA,NA,bottle,2,oz,vona,158
183,2019,9,23,Monday,11,15,NA,NA,bottle,4.5,oz,vona,158
184,2019,9,23,Monday,13,15,NA,NA,bottle,2,oz,vona,158
185,2019,9,23,Monday,11,17,11,32,nap,NA,,vona,158
186,2019,9,23,Monday,6,45,NA,NA,arrive,NA,,NA,158
187,2019,9,20,Friday,7,15,NA,NA,wet,NA,,vona,155
188,2019,9,20,Friday,9,0,NA,NA,wet,NA,,vona,155
189,2019,9,20,Friday,11,0,NA,NA,wet,NA,,vona,155
190,2019,9,20,Friday,13,0,NA,NA,wet,NA,,vona,155
191,2019,9,20,Friday,14,17,NA,NA,wet,NA,,vona,155
192,2019,9,20,Friday,14,47,NA,NA,bowel,NA,,vona,155
193,2019,9,20,Friday,8,30,NA,NA,bottle,2.5,oz,vona,155
194,2019,9,20,Friday,11,30,NA,NA,bottle,1,oz,vona,155
195,2019,9,20,Friday,13,0,NA,NA,bottle,2,oz,vona,155
196,2019,9,20,Friday,15,0,NA,NA,bottle,2,oz,vona,155
197,2019,9,20,Friday,9,40,10,23,nap,NA,,vona,155
198,2019,9,20,Friday,13,21,14,14,nap,NA,,vona,155
199,2019,9,20,Friday,6,45,NA,NA,arrive,NA,,NA,155
200,2019,9,18,Wednesday,7,30,NA,NA,wet,NA,,ap,153
201,2019,9,18,Wednesday,9,24,NA,NA,bowel,NA,,ap,153
202,2019,9,18,Wednesday,11,10,NA,NA,wet,NA,,ap,153
203,2019,9,18,Wednesday,13,0,NA,NA,wet,NA,,ap,153
204,2019,9,18,Wednesday,13,10,NA,NA,bowel,NA,,ap,153
205,2019,9,18,Wednesday,15,0,NA,NA,dry,NA,,ap,153
206,2019,9,18,Wednesday,8,20,NA,NA,bottle,2,oz,ap,153
207,2019,9,18,Wednesday,10,30,NA,NA,bottle,1,oz,ap,153
208,2019,9,18,Wednesday,12,30,NA,NA,bottle,3,oz,ap,153
209,2019,9,18,Wednesday,14,30,NA,NA,bottle,1.5,oz,ap,153
210,2019,9,18,Wednesday,10,40,11,2,nap,NA,,ap,153
211,2019,9,18,Wednesday,14,35,14,45,nap,NA,,ap,153
212,2019,8,27,Tuesday,8,0,NA,NA,wet,NA,,jr,131
213,2019,8,27,Tuesday,10,0,NA,NA,bowel,NA,,jr,131
214,2019,8,27,Tuesday,10,35,NA,NA,bowel,NA,,jr,131
215,2019,8,27,Tuesday,12,40,NA,NA,wet,NA,,jr,131
216,2019,8,27,Tuesday,13,45,NA,NA,bowel,NA,,jr,131
217,2019,8,27,Tuesday,8,15,NA,NA,bottle,2,oz,jr,131
218,2019,8,27,Tuesday,9,0,NA,NA,bottle,3,oz,jr,131
219,2019,8,27,Tuesday,11,0,NA,NA,bottle,2,oz,jr,131
220,2019,8,27,Tuesday,13,5,NA,NA,bottle,1.5,oz,jr,131
221,2019,8,27,Tuesday,14,50,NA,NA,bottle,4,oz,jr,131
222,2019,8,27,Tuesday,11,10,12,40,nap,NA,,jr,131
223,2019,8,27,Tuesday,14,10,14,45,nap,NA,,jr,131
224,2019,8,26,Monday,7,10,NA,NA,wet,NA,,vona,130
225,2019,8,26,Monday,10,15,NA,NA,bowel,NA,,jr,130
226,2019,8,26,Monday,11,40,NA,NA,bowel,NA,,vona,130
227,2019,8,26,Monday,13,32,NA,NA,bowel,NA,,vona,130
228,2019,8,26,Monday,14,32,NA,NA,bowel,NA,,vona,130
229,2019,8,26,Monday,15,10,NA,NA,bowel,NA,,vona,130
230,2019,8,26,Monday,7,45,NA,NA,bottle,3,oz,vona,130
231,2019,8,26,Monday,10,48,NA,NA,bottle,2,oz,vona,130
232,2019,8,26,Monday,11,40,NA,NA,bottle,2,oz,vona,130
233,2019,8,26,Monday,14,13,NA,NA,bottle,5,oz,vona,130
234,2019,8,26,Monday,8,40,10,10,nap,NA,,vona,130
235,2019,8,26,Monday,12,45,13,20,nap,NA,,vona,130
236,2019,8,26,Monday,6,35,NA,NA,arrive,NA,,NA,130
237,2019,9,9,Monday,7,0,NA,NA,wet,NA,,vona,144
238,2019,9,9,Monday,8,21,NA,NA,bowel,NA,,vona,144
239,2019,9,9,Monday,10,25,NA,NA,wet,NA,,vona,144
240,2019,9,9,Monday,11,21,NA,NA,bowel,NA,,vona,144
241,2019,9,9,Monday,13,25,NA,NA,wet,NA,,vona,144
242,2019,9,9,Monday,15,15,NA,NA,wet,NA,,vona,144
243,2019,9,9,Monday,7,40,NA,NA,bottle,3,oz,vona,144
244,2019,9,9,Monday,10,48,NA,NA,bottle,3,oz,vona,144
245,2019,9,9,Monday,13,35,NA,NA,bottle,2,oz,vona,144
246,2019,9,9,Monday,8,46,9,43,nap,NA,,vona,144
247,2019,9,9,Monday,12,38,13,23,nap,NA,,vona,144
248,2019,9,9,Monday,6,43,NA,NA,arrive,NA,,NA,144
249,2019,8,30,Friday,6,45,NA,NA,arrive,NA,,NA,134
250,2019,8,30,Friday,7,10,NA,NA,wet,NA,,vona,134
251,2019,8,30,Friday,8,45,NA,NA,wet,NA,,vona,134
252,2019,8,30,Friday,9,9,NA,NA,bowel,NA,,vona,134
253,2019,8,30,Friday,11,35,NA,NA,wet,NA,,vona,134
254,2019,8,30,Friday,12,50,NA,NA,wet,NA,,vona,134
255,2019,8,30,Friday,14,16,NA,NA,bowel,NA,,vona,134
256,2019,8,30,Friday,15,20,NA,NA,wet,NA,,vona,134
257,2019,8,30,Friday,8,50,NA,NA,bottle,3,oz,vona,134
258,2019,8,30,Friday,12,55,NA,NA,bottle,3,oz,vona,134
259,2019,8,30,Friday,14,20,NA,NA,bottle,2,oz,vona,134
260,2019,8,30,Friday,15,0,NA,NA,bottle,2,oz,vona,134
261,2019,8,30,Friday,7,30,8,42,nap,NA,,vona,134
262,2019,8,30,Friday,10,21,11,34,nap,NA,,vona,134
263,2019,8,30,Friday,14,27,14,37,nap,NA,,vona,134
264,2019,9,11,Wednesday,7,0,NA,NA,arrive,NA,,NA,146
265,2019,9,11,Wednesday,7,10,NA,NA,wet,NA,,vona,146
266,2019,9,11,Wednesday,9,5,NA,NA,wet,NA,,vona,146
267,2019,9,11,Wednesday,9,37,NA,NA,bowel,NA,,vona,146
268,2019,9,11,Wednesday,11,0,NA,NA,bowel,NA,,vona,146
269,2019,9,11,Wednesday,13,0,NA,NA,wet,NA,,vona,146
270,2019,9,11,Wednesday,15,0,NA,NA,wet,NA,,vona,146
271,2019,9,11,Wednesday,8,45,NA,NA,bottle,3,oz,vona,146
272,2019,9,11,Wednesday,12,15,NA,NA,bottle,3,oz,vona,146
273,2019,9,11,Wednesday,12,40,NA,NA,bottle,2,oz,vona,146
274,2019,9,11,Wednesday,13,50,NA,NA,bottle,2,oz,vona,146
275,2019,9,11,Wednesday,9,49,10,36,nap,NA,,vona,146
276,2019,9,11,Wednesday,11,49,12,5,nap,NA,,vona,146
277,2019,9,11,Wednesday,14,16,14,45,nap,NA,,vona,146
278,2019,9,5,Thursday,6,40,NA,NA,arrive,NA,,NA,140
279,2019,9,5,Thursday,7,10,NA,NA,bowel,NA,,vona,140
280,2019,9,5,Thursday,9,20,NA,NA,wet,NA,,vona,140
281,2019,9,5,Thursday,11,15,NA,NA,wet,NA,,vona,140
282,2019,9,5,Thursday,12,42,NA,NA,bowel,NA,,vona,140
283,2019,9,5,Thursday,14,48,NA,NA,bowel,NA,,vona,140
284,2019,9,5,Thursday,9,20,NA,NA,bottle,3,oz,vona,140
285,2019,9,5,Thursday,11,42,NA,NA,bottle,3,oz,vona,140
286,2019,9,5,Thursday,15,0,NA,NA,bottle,2,oz,vona,140
287,2019,9,5,Thursday,8,0,9,19,nap,NA,,vona,140
288,2019,9,5,Thursday,12,15,12,33,nap,NA,,vona,140
289,2019,9,5,Thursday,12,55,14,17,nap,NA,,vona,140
290,2019,9,16,Monday,7,10,NA,NA,arrive,NA,,NA,151
291,2019,9,16,Monday,7,20,NA,NA,dry,NA,,vona,151
292,2019,9,16,Monday,7,55,NA,NA,wet,NA,,vona,151
293,2019,9,16,Monday,8,52,NA,NA,bowel,NA,,vona,151
294,2019,9,16,Monday,11,0,NA,NA,wet,NA,,vona,151
295,2019,9,16,Monday,12,58,NA,NA,wet,NA,,vona,151
296,2019,9,16,Monday,15,0,NA,NA,wet,NA,,vona,151
297,2019,9,16,Monday,9,35,NA,NA,bottle,2,oz,vona,151
298,2019,9,16,Monday,10,55,NA,NA,bottle,2,oz,vona,151
299,2019,9,16,Monday,13,0,NA,NA,bottle,2.5,oz,vona,151
300,2019,9,16,Monday,15,0,NA,NA,bottle,3,oz,vona,151
301,2019,9,16,Monday,12,15,12,53,nap,NA,,vona,151
302,2019,8,23,Friday,6,48,NA,NA,arrive,NA,,NA,127
303,2019,8,23,Friday,7,19,NA,NA,wet,NA,,vona,127
304,2019,8,23,Friday,9,40,NA,NA,wet,NA,,vona,127
305,2019,8,23,Friday,11,15,NA,NA,wet,NA,,vona,127
306,2019,8,23,Friday,13,0,NA,NA,wet,NA,,vona,127
307,2019,8,23,Friday,8,38,NA,NA,bottle,3.5,oz,vona,127
308,2019,8,23,Friday,10,30,NA,NA,bottle,2,oz,vona,127
309,2019,8,23,Friday,12,45,NA,NA,bottle,3,oz,vona,127
310,2019,8,23,Friday,8,55,9,36,nap,NA,,vona,127
311,2019,8,23,Friday,11,52,12,46,nap,NA,,vona,127
312,2019,9,13,Friday,6,37,NA,NA,arrive,NA,,NA,148
313,2019,9,13,Friday,6,55,NA,NA,wet,NA,,vona,148
314,2019,9,13,Friday,9,20,NA,NA,wet,NA,,vona,148
315,2019,9,13,Friday,11,0,NA,NA,bowel,NA,,vona,148
316,2019,9,13,Friday,12,47,NA,NA,bowel,NA,,vona,148
317,2019,9,13,Friday,14,17,NA,NA,bowel,NA,,vona,148
318,2019,9,13,Friday,15,46,NA,NA,bowel,NA,,vona,148
319,2019,9,13,Friday,8,10,NA,NA,bottle,2,oz,vona,148
320,2019,9,13,Friday,11,0,NA,NA,bottle,2.5,oz,vona,148
321,2019,9,13,Friday,13,0,NA,NA,bottle,2,oz,vona,148
322,2019,9,13,Friday,13,10,NA,NA,bottle,2,oz,vona,148
323,2019,9,13,Friday,8,22,9,17,nap,NA,,vona,148
324,2019,9,13,Friday,11,45,12,15,nap,NA,,vona,148
325,2019,9,12,Thursday,6,40,NA,NA,arrive,NA,,NA,147
326,2019,9,12,Thursday,6,50,NA,NA,bowel,NA,,vona,147
327,2019,9,12,Thursday,8,45,NA,NA,wet,NA,,vona,147
328,2019,9,12,Thursday,10,45,NA,NA,wet,NA,,vona,147
329,2019,9,12,Thursday,13,12,NA,NA,wet,NA,,vona,147
330,2019,9,12,Thursday,13,38,NA,NA,bowel,NA,,vona,147
331,2019,9,12,Thursday,14,18,NA,NA,bowel,NA,,vona,147
332,2019,9,12,Thursday,15,15,NA,NA,wet,NA,,vona,147
333,2019,9,12,Thursday,8,50,NA,NA,bottle,3.5,oz,vona,147
334,2019,9,12,Thursday,12,0,NA,NA,bottle,1,oz,vona,147
335,2019,9,12,Thursday,13,15,NA,NA,bottle,2.5,oz,vona,147
336,2019,9,12,Thursday,9,8,9,46,nap,NA,,vona,147
337,2019,9,12,Thursday,12,7,13,5,nap,NA,,vona,147
